-0.535041 -0.559745 -0.583960 -0.607667 -0.630845 -0.653472 -0.675531 -0.697000 -0.717862 -0.738099 -0.757692 -0.776625 -0.794881 -0.812445 -0.829300 -0.845433 -0.860829 -0.875475 -0.889358 -0.902466 -0.914788 -0.926312 -0.937029 -0.946930 -0.956005 -0.964248 -0.971649 -0.978205 -0.983907 -0.988753 -0.992737 -0.995855 -0.998106 -0.999487 -0.999997 -0.999635 -0.998403 -0.996300 -0.993329 -0.989493 -0.984794 -0.979237 -0.972827 -0.965569 -0.957469 -0.948535 -0.938775 -0.928196 -0.916808 -0.904622 -0.891647 -0.877895 -0.863379 -0.848109 -0.832101 -0.815368 -0.797924 -0.779784 -0.760966 -0.741484 -0.721356 -0.700599 -0.679231 -0.657272 -0.634740 -0.611655 -0.588037 -0.563906 -0.539284 -0.514192 -0.488652 -0.462686 -0.436317 -0.409568 -0.382462 -0.355022 -0.327273 -0.299239 -0.270944 -0.242413 -0.213671 -0.184743 -0.155653 -0.126428 -0.097093 -0.067673 -0.038194 -0.008682 0.020838 0.050339 0.079797 0.109185 0.138478 0.167650 0.196677 0.225531 0.254190 0.282626 0.310817 0.338737 0.366361 0.393666 0.420628 0.447224 0.473430 0.499223 0.524581 0.549482 0.573904 0.597826 0.621227 0.644087 0.666386 0.688103 0.709222 0.729722 0.749586 0.768797 0.787338 0.805192 0.822346 0.838782 0.854488 0.869449 0.883652 0.897085 0.909737 0.921595
-0.544087 -0.568616 -0.592649 -0.616166 -0.639145 -0.661568 -0.683414 -0.704665 -0.725301 -0.745306 -0.764660 -0.783349 -0.801355 -0.818663 -0.835257 -0.851123 -0.866248 -0.880617 -0.894220 -0.907043 -0.919075 -0.930307 -0.940728 -0.950329 -0.959102 -0.967039 -0.974134 -0.980379 -0.985771 -0.990303 -0.993972 -0.996775 -0.998709 -0.999773 -0.999966 -0.999288 -0.997738 -0.995319 -0.992033 -0.987882 -0.982870 -0.977002 -0.970283 -0.962718 -0.954313 -0.945078 -0.935018 -0.924144 -0.912465 -0.899990 -0.886731 -0.872700 -0.857908 -0.842368 -0.826094 -0.809100 -0.791401 -0.773013 -0.753951 -0.734231 -0.713872 -0.692891 -0.671306 -0.649137 -0.626401 -0.603119 -0.579312 -0.555000 -0.530205 -0.504947 -0.479250 -0.453134 -0.426624 -0.399742 -0.372512 -0.344957 -0.317101 -0.288970 -0.260586 -0.231975 -0.203162 -0.174172 -0.145030 -0.115762 -0.086393 -0.056949 -0.027455 0.002063 0.031579 0.061067 0.090503 0.119859 0.149111 0.178233 0.207200 0.235986 0.264567 0.292917 0.321011 0.348826 0.376337 0.403520 0.430352 0.456808 0.482866 0.508504 0.533698 0.558428 0.582670 0.606405 0.629611 0.652269 0.674359 0.695860 0.716755 0.737026 0.756654 0.775623 0.793917 0.811518 0.828412 0.844584 0.860020 0.874707 0.888631 0.901781 0.914145 0.925713
-0.553071 -0.577422 -0.601269 -0.624593 -0.647372 -0.669587 -0.691219 -0.712248 -0.732656 -0.752426 -0.771541 -0.789982 -0.807736 -0.824786 -0.841117 -0.856714 -0.871566 -0.885658 -0.898978 -0.911514 -0.923256 -0.934194 -0.944318 -0.953618 -0.962088 -0.969719 -0.976505 -0.982441 -0.987520 -0.991738 -0.995093 -0.997580 -0.999197 -0.999944 -0.999820 -0.998824 -0.996958 -0.994223 -0.990622 -0.986157 -0.980833 -0.974655 -0.967627 -0.959755 -0.951048 -0.941511 -0.931154 -0.919986 -0.908016 -0.895255 -0.881713 -0.867403 -0.852337 -0.836529 -0.819991 -0.802739 -0.784787 -0.766152 -0.746849 -0.726895 -0.706307 -0.685104 -0.663304 -0.640926 -0.617989 -0.594514 -0.570521 -0.546030 -0.521064 -0.495644 -0.469792 -0.443530 -0.416882 -0.389870 -0.362519 -0.334852 -0.306893 -0.278667 -0.250197 -0.221510 -0.192630 -0.163582 -0.134391 -0.105083 -0.075684 -0.046218 -0.016713 0.012807 0.042316 0.071789 0.101198 0.130520 0.159727 0.188796 0.217700 0.246414 0.274913 0.303173 0.331169 0.358876 0.386270 0.413328 0.440026 0.466340 0.492248 0.517726 0.542754 0.567309 0.591369 0.614914 0.637923 0.660376 0.682254 0.703537 0.724207 0.744246 0.763636 0.782361 0.800404 0.817749 0.834382 0.850288 0.865453 0.879864 0.893507 0.906373 0.918448 0.929723
-0.561991 -0.586161 -0.609820 -0.632948 -0.655524 -0.677529 -0.698943 -0.719749 -0.739927 -0.759460 -0.778332 -0.796525 -0.814024 -0.830814 -0.846879 -0.862207 -0.876783 -0.890596 -0.903632 -0.915881 -0.927331 -0.937974 -0.947799 -0.956798 -0.964963 -0.972287 -0.978765 -0.984389 -0.989155 -0.993059 -0.996098 -0.998269 -0.999570 -1.000000 -0.999558 -0.998246 -0.996063 -0.993013 -0.989097 -0.984319 -0.978683 -0.972195 -0.964859 -0.956683 -0.947672 -0.937836 -0.927183 -0.915722 -0.903462 -0.890416 -0.876593 -0.862006 -0.846669 -0.830593 -0.813794 -0.796285 -0.778083 -0.759202 -0.739660 -0.719474 -0.698660 -0.677238 -0.655225 -0.632641 -0.609506 -0.585840 -0.561664 -0.536997 -0.511863 -0.486283 -0.460279 -0.433874 -0.407091 -0.379953 -0.352484 -0.324708 -0.296649 -0.268331 -0.239780 -0.211020 -0.182075 -0.152972 -0.123736 -0.094392 -0.064966 -0.035483 -0.005969 0.023550 0.053049 0.082501 0.111882 0.141165 0.170325 0.199336 0.228174 0.256813 0.285228 0.313395 0.341288 0.368884 0.396159 0.423088 0.449649 0.475818 0.501572 0.526889 0.551747 0.576124 0.599999 0.623351 0.646160 0.668406 0.690070 0.711132 0.731574 0.751379 0.770529 0.789008 0.806799 0.823886 0.840256 0.855894 0.870786 0.884919 0.898281 0.910860 0.922645 0.933626
-0.570846 -0.594832 -0.618300 -0.641230 -0.663600 -0.685392 -0.706587 -0.727166 -0.747112 -0.766406 -0.785033 -0.802975 -0.820218 -0.836746 -0.852544 -0.867600 -0.881900 -0.895431 -0.908182 -0.920141 -0.931299 -0.941645 -0.951170 -0.959867 -0.967727 -0.974743 -0.980911 -0.986223 -0.990676 -0.994266 -0.996989 -0.998843 -0.999827 -0.999940 -0.999181 -0.997552 -0.995053 -0.991687 -0.987457 -0.982367 -0.976420 -0.969623 -0.961980 -0.953499 -0.944187 -0.934053 -0.923104 -0.911351 -0.898804 -0.885474 -0.871372 -0.856510 -0.840902 -0.824562 -0.807503 -0.789740 -0.771289 -0.752165 -0.732387 -0.711970 -0.690932 -0.669293 -0.647070 -0.624284 -0.600953 -0.577099 -0.552741 -0.527902 -0.502603 -0.476866 -0.450714 -0.424169 -0.397254 -0.369993 -0.342409 -0.314527 -0.286371 -0.257965 -0.229335 -0.200505 -0.171500 -0.142345 -0.113067 -0.083690 -0.054240 -0.024743 0.004776 0.034291 0.063775 0.093205 0.122553 0.151794 0.180903 0.209854 0.238622 0.267182 0.295510 0.323580 0.351368 0.378850 0.406002 0.432799 0.459220 0.485241 0.510838 0.535991 0.560676 0.584873 0.608560 0.631717 0.654323 0.676360 0.697806 0.718645 0.738857 0.758426 0.777333 0.795563 0.813100 0.829929 0.846034 0.861401 0.876018 0.889872 0.902950 0.915242 0.926735 0.937422
-0.579635 -0.603435 -0.626709 -0.649438 -0.671600 -0.693177 -0.714150 -0.734500 -0.754211 -0.773264 -0.791643 -0.809333 -0.826317 -0.842581 -0.858111 -0.872893 -0.886914 -0.900163 -0.912627 -0.924295 -0.935159 -0.945207 -0.954432 -0.962825 -0.970378 -0.977087 -0.982943 -0.987943 -0.992083 -0.995357 -0.997765 -0.999302 -0.999969 -0.999765 -0.998689 -0.996743 -0.993928 -0.990248 -0.985704 -0.980301 -0.974044 -0.966938 -0.958990 -0.950206 -0.940594 -0.930162 -0.918919 -0.906876 -0.894042 -0.880430 -0.866050 -0.850915 -0.835039 -0.818435 -0.801118 -0.783103 -0.764405 -0.745042 -0.725029 -0.704384 -0.683125 -0.661271 -0.638841 -0.615854 -0.592330 -0.568290 -0.543755 -0.518746 -0.493285 -0.467395 -0.441096 -0.414414 -0.387370 -0.359989 -0.332294 -0.304309 -0.276060 -0.247569 -0.218863 -0.189967 -0.160904 -0.131702 -0.102385 -0.072978 -0.043508 -0.014000 0.015520 0.045027 0.074495 0.103897 0.133209 0.162405 0.191459 0.220347 0.249043 0.277521 0.305758 0.333728 0.361407 0.388772 0.415797 0.442461 0.468738 0.494608 0.520046 0.545031 0.569541 0.593555 0.617051 0.640010 0.662411 0.684235 0.705462 0.726075 0.746055 0.765385 0.784048 0.802027 0.819308 0.835875 0.851713 0.866809 0.881150 0.894723 0.907516 0.919518 0.930719 0.941109
-0.588357 -0.611968 -0.635046 -0.657570 -0.679522 -0.700881 -0.721630 -0.741749 -0.761222 -0.780032 -0.798162 -0.815597 -0.832321 -0.848319 -0.863578 -0.878085 -0.891826 -0.904791 -0.916966 -0.928343 -0.938911 -0.948660 -0.957583 -0.965671 -0.972918 -0.979317 -0.984863 -0.989550 -0.993375 -0.996334 -0.998425 -0.999646 -0.999996 -0.999474 -0.998081 -0.995819 -0.992689 -0.988694 -0.983837 -0.978122 -0.971556 -0.964143 -0.955889 -0.946803 -0.936891 -0.926163 -0.914628 -0.902296 -0.889177 -0.875284 -0.860628 -0.845222 -0.829079 -0.812214 -0.794641 -0.776376 -0.757434 -0.737832 -0.717587 -0.696716 -0.675239 -0.653173 -0.630538 -0.607353 -0.583639 -0.559417 -0.534707 -0.509531 -0.483911 -0.457869 -0.431428 -0.404611 -0.377442 -0.349944 -0.322141 -0.294057 -0.265717 -0.237145 -0.208367 -0.179407 -0.150290 -0.121043 -0.091690 -0.062258 -0.032771 -0.003255 0.026263 0.055758 0.085205 0.114578 0.143850 0.172998 0.201994 0.230815 0.259434 0.287828 0.315970 0.343837 0.371405 0.398649 0.425545 0.452071 0.478203 0.503917 0.529193 0.554008 0.578340 0.602168 0.625471 0.648229 0.670422 0.692031 0.713037 0.733421 0.753167 0.772256 0.790672 0.808399 0.825421 0.841724 0.857294 0.872117 0.886179 0.899470 0.911976 0.923688 0.934595 0.944687
-0.597011 -0.620431 -0.643309 -0.665628 -0.687366 -0.708505 -0.729026 -0.748913 -0.768146 -0.786711 -0.804589 -0.821767 -0.838228 -0.853959 -0.868946 -0.883176 -0.896636 -0.909314 -0.921200 -0.932284 -0.942555 -0.952004 -0.960624 -0.968407 -0.975346 -0.981435 -0.986668 -0.991042 -0.994552 -0.997196 -0.998970 -0.999874 -0.999907 -0.999068 -0.997359 -0.994780 -0.991335 -0.987025 -0.981856 -0.975831 -0.968955 -0.961235 -0.952678 -0.943290 -0.933080 -0.922058 -0.910231 -0.897611 -0.884210 -0.870037 -0.855107 -0.839431 -0.823024 -0.805899 -0.788072 -0.769559 -0.750375 -0.730537 -0.710062 -0.688968 -0.667274 -0.644999 -0.622162 -0.598782 -0.574881 -0.550478 -0.525596 -0.500256 -0.474480 -0.448290 -0.421710 -0.394762 -0.367470 -0.339858 -0.311950 -0.283770 -0.255343 -0.226693 -0.197846 -0.168826 -0.139659 -0.110370 -0.080986 -0.051530 -0.022030 0.007489 0.037002 0.066483 0.095906 0.125245 0.154475 0.183570 0.212506 0.241256 0.269796 0.298101 0.326146 0.353907 0.381360 0.408480 0.435244 0.461629 0.487611 0.513169 0.538280 0.562921 0.587072 0.610711 0.633818 0.656373 0.678356 0.699747 0.720529 0.740683 0.760191 0.779037 0.797204 0.814677 0.831439 0.847477 0.862776 0.877324 0.891107 0.904113 0.916332 0.927751 0.938363 0.948157
-0.605597 -0.628821 -0.651498 -0.673608 -0.695130 -0.716046 -0.736339 -0.755990 -0.774981 -0.793298 -0.810923 -0.827842 -0.844039 -0.859501 -0.874214 -0.888164 -0.901341 -0.913733 -0.925328 -0.936116 -0.946089 -0.955238 -0.963554 -0.971030 -0.977661 -0.983439 -0.988360 -0.992420 -0.995615 -0.997942 -0.999400 -0.999987 -0.999702 -0.998547 -0.996521 -0.993626 -0.989866 -0.985243 -0.979762 -0.973426 -0.966243 -0.958217 -0.949357 -0.939669 -0.929162 -0.917846 -0.905729 -0.892824 -0.879140 -0.864690 -0.849487 -0.833543 -0.816873 -0.799491 -0.781413 -0.762653 -0.743229 -0.723157 -0.702455 -0.681141 -0.659233 -0.636751 -0.613714 -0.590142 -0.566056 -0.541476 -0.516425 -0.490923 -0.464994 -0.438660 -0.411943 -0.384867 -0.357456 -0.329734 -0.301724 -0.273451 -0.244940 -0.216215 -0.187302 -0.158226 -0.129012 -0.099685 -0.070272 -0.040797 -0.011287 0.018233 0.047738 0.077200 0.106595 0.135898 0.165082 0.194122 0.222993 0.251669 0.280127 0.308340 0.336284 0.363936 0.391270 0.418264 0.444892 0.471133 0.496964 0.522362 0.547304 0.571769 0.595736 0.619184 0.642092 0.664441 0.686211 0.707383 0.727938 0.747859 0.767128 0.785729 0.803645 0.820861 0.837361 0.853132 0.868159 0.882429 0.895931 0.908652 0.920581 0.931708 0.942023 0.951517
-0.614112 -0.637140 -0.659612 -0.681510 -0.702814 -0.723505 -0.743566 -0.762979 -0.781727 -0.799794 -0.817164 -0.833822 -0.849753 -0.864943 -0.879380 -0.893051 -0.905943 -0.918046 -0.929348 -0.939841 -0.949515 -0.958361 -0.966373 -0.973542 -0.979863 -0.985329 -0.989937 -0.993683 -0.996563 -0.998574 -0.999714 -0.999984 -0.999382 -0.997910 -0.995568 -0.992358 -0.988283 -0.983347 -0.977554 -0.970910 -0.963419 -0.955089 -0.945926 -0.935939 -0.925136 -0.913528 -0.901123 -0.887933 -0.873969 -0.859243 -0.843769 -0.827559 -0.810628 -0.792991 -0.774663 -0.755659 -0.735997 -0.715694 -0.694767 -0.673235 -0.651116 -0.628429 -0.605195 -0.581434 -0.557165 -0.532412 -0.507194 -0.481534 -0.455455 -0.428979 -0.402129 -0.374928 -0.347401 -0.319571 -0.291462 -0.263100 -0.234508 -0.205712 -0.176737 -0.147607 -0.118349 -0.088988 -0.059549 -0.030059 -0.000542 0.028975 0.058467 0.087908 0.117273 0.146535 0.175669 0.204651 0.233454 0.262054 0.290425 0.318543 0.346384 0.373923 0.401136 0.427999 0.454489 0.480584 0.506259 0.531494 0.556265 0.580551 0.604332 0.627586 0.650293 0.672433 0.693987 0.714937 0.735263 0.754949 0.773977 0.792330 0.809993 0.826950 0.843186 0.858688 0.873441 0.887433 0.900652 0.913086 0.924724 0.935557 0.945574 0.954767
